symptom_id,canonical,surface_form
SX_a3e7fd6626,cognitive impairment,reduced cognitive function
SX_a3e7fd6626,cognitive impairment,mental performance decline
SX_a3e7fd6626,cognitive impairment,reduced mental acuity
SX_564288b7c5,clumsiness,clumsiness
SX_e2f274596d,anemia,insufficient hemoglobin production occurs
SX_e2f274596d,anemia,red blood cells are scarce
SX_e2f274596d,anemia,fewer red blood cells present
SX_e2f274596d,anemia,blood hemoglobin is insufficient
SX_e2f274596d,anemia,blood lacks sufficient hemoglobin content
SX_e2f274596d,anemia,red blood cells are insufficient
SX_f988142990,irregular heartbeat,here is an irregular beat present
SX_f988142990,irregular heartbeat,heartbeat not in a steady rhythm
SX_f988142990,irregular heartbeat,beats are uneven and unpredictable
SX_f988142990,irregular heartbeat,heart rate is not consistent
SX_f988142990,irregular heartbeat,pulses are irregularly spaced out
SX_f988142990,irregular heartbeat,irregularity in heart's natural pace
SX_536a9eec58,headaches,pain in my head
SX_536a9eec58,headaches,aches on both sides
SX_536a9eec58,headaches,tension in my skull
SX_536a9eec58,headaches,aching forehead area feels
SX_536a9eec58,headaches,aching scalp and temples
SX_536a9eec58,headaches,repeatedly experiencing these pains
SX_59fd7d1842,anorexia,refusal to eat or drink
SX_59fd7d1842,anorexia,does not want to eat
SX_59fd7d1842,anorexia,does not have appetite
SX_59fd7d1842,anorexia,does not enjoy eating
SX_e898c2ed2d,intellectual disability,ability to learn and understand impaired
SX_e898c2ed2d,intellectual disability,cognitive abilities not typical
SX_51c146df45,uplifted,uplifted
SX_787aa04f4a,strabismus,strabismus
SX_0085c383ee,heart attack,heart stops pumping blood suddenly
SX_0085c383ee,heart attack,blood flow to heart blocked completely
SX_0085c383ee,heart attack,heart muscle dies suddenly too
SX_0085c383ee,heart attack,heart function ceases immediately now
SX_0085c383ee,heart attack,blood flow to heart cut off
SX_0085c383ee,heart attack,heart stops beating instantly then
SX_22f7cdec01,low body weight,underweight condition exists here
SX_22f7cdec01,low body weight,low mass on frame found
SX_22f7cdec01,low body weight,body size is small scale
SX_22f7cdec01,low body weight,lightest possible weight achieved now
SX_22f7cdec01,low body weight,minimum weight reached already
SX_22f7cdec01,low body weight,less than average weight seen
SX_115a7df9e4,generalized,generalized
SX_f5e0a640e0,delayed,behind planned timeline now
SX_f5e0a640e0,delayed,taking longer to finish
SX_f5e0a640e0,delayed,past the expected deadline
SX_f5e0a640e0,delayed,not meeting deadline arriving
SX_8e20e5f0a6,hostile,unfriendly and confrontational tone
SX_8e20e5f0a6,hostile,belligerent and combative attitude
SX_8e20e5f0a6,hostile,fierce and threatening demeanor
SX_8e20e5f0a6,hostile,intimidating and menacing presence
SX_8e20e5f0a6,hostile,malevolent and harmful intentions
SX_8e20e5f0a6,hostile,nasty and unpleasant disposition
SX_e6d1833ee1,increased,amount of something grew more
SX_e6d1833ee1,increased,level went up higher
SX_e6d1833ee1,increased,number of things increased by
SX_e6d1833ee1,increased,volume grew to a bigger
SX_e6d1833ee1,increased,capacity for something increased too
SX_e6d1833ee1,increased,amount has grown larger
SX_36ea88c425,thin,lightweight in weight alone
SX_36ea88c425,thin,not heavy or bulky form
SX_36ea88c425,thin,little to no extra fat
SX_36ea88c425,thin,less than average thickness
SX_36ea88c425,thin,not thick or plump at all
SX_36ea88c425,thin,slim and trim in build
SX_18a4c02e74,aggression,violent behavior towards people exhibited
SX_18a4c02e74,aggression,forceful and violent actions taken
SX_18a4c02e74,aggression,hostile and threatening behavior done
SX_18a4c02e74,aggression,aggressive and confrontational stance
SX_18a4c02e74,aggression,violent reaction to a situation
SX_18a4c02e74,aggression,forceful and aggressive movement made
SX_a01fe2d5ae,hyperventilation,hyperventilation
SX_f1ea0389f2,mutism,mutism
SX_741b702150,heart failure,heart muscle unable to pump effectively
SX_741b702150,heart failure,insufficient blood flow to vital organs
SX_741b702150,heart failure,heart not pumping enough blood
SX_741b702150,heart failure,inadequate cardiac output detected
SX_741b702150,heart failure,heart function below normal levels
SX_741b702150,heart failure,cardiac output reduced significantly
SX_0d44d37243,belly bloating,stomach feels tight now
SX_0d44d37243,belly bloating,tummy gets puffy easily
SX_0d44d37243,belly bloating,excess air in belly
SX_0d44d37243,belly bloating,midsection expands slowly
SX_0d44d37243,belly bloating,gut becomes inflated too
SX_0d44d37243,belly bloating,belly grows larger size
SX_22a09c1192,aortic valve stenosis,aortic valve becomes blocked slightly
SX_22a09c1192,aortic valve stenosis,aortic valve narrowing occurs slowly
SX_22a09c1192,aortic valve stenosis,aortic valve closure is tight
SX_22a09c1192,aortic valve stenosis,aortic valve opening is small
SX_22a09c1192,aortic valve stenosis,aortic valve blockage develops slowly
SX_22a09c1192,aortic valve stenosis,aortic valve not fully open
SX_5ddb08e25b,fast heart rate,fast heartbeat is present
SX_5ddb08e25b,fast heart rate,heart beats quickly now
SX_5ddb08e25b,fast heart rate,rapid heart rate noted
SX_5ddb08e25b,fast heart rate,heart rate is accelerated
SX_5ddb08e25b,fast heart rate,beats are happening fast
SX_5ddb08e25b,fast heart rate,heart speed is increased
SX_9624e87065,stroke,blood vessel closure in brain
SX_9624e87065,stroke,brain blood flow is cut
SX_68dcf6147c,palpitations,rapid heartbeat in my chest
SX_68dcf6147c,palpitations,unusual rhythm in my heart
SX_68dcf6147c,palpitations,my heart beats quickly now
SX_68dcf6147c,palpitations,quickened heartbeat is noticeable here
SX_68dcf6147c,palpitations,rapid heartbeat occurs suddenly now
SX_68dcf6147c,palpitations,unusual heart rhythm is felt
SX_bd62cfa386,atherosclerosis,plaque builds up in arteries
SX_bd62cfa386,atherosclerosis,arterial walls thicken with plaque
SX_bd62cfa386,atherosclerosis,plaque forms on artery lining
SX_bd62cfa386,atherosclerosis,arteries narrow due to plaque
SX_bd62cfa386,atherosclerosis,plaque forms on artery surface
SX_bd62cfa386,atherosclerosis,arteries become clogged with fat
SX_40ecbdb28c,rapid breathing,fast breaths coming in short
SX_40ecbdb28c,rapid breathing,quick puffs of air in
SX_40ecbdb28c,rapid breathing,fast breathing rate observed
SX_40ecbdb28c,rapid breathing,rapid inhales and exhales
SX_40ecbdb28c,rapid breathing,inhalations are rapid now
SX_40ecbdb28c,rapid breathing,exhalations are quick too
SX_33e2410415,arthritis,inflammation of joints and bones
SX_33e2410415,arthritis,chronic joint inflammation present
SX_33e2410415,arthritis,joints become inflamed constantly
SX_33e2410415,arthritis,joint inflammation is chronic
SX_33e2410415,arthritis,bone and joint disease exists
SX_33e2410415,arthritis,persistent joint inflammation found
SX_a18fa5d04c,loss of vision,here is vision gone
SX_a18fa5d04c,loss of vision,vision not seen anymore
SX_a18fa5d04c,loss of vision,eyes do not work well
SX_a18fa5d04c,loss of vision,sight is completely gone
SX_a18fa5d04c,loss of vision,vision disappeared suddenly today
SX_a18fa5d04c,loss of vision,no more visual perception
SX_cc96101ef1,leg pain,leg feels heavy and tired
SX_cc96101ef1,leg pain,aching sensation in my leg
SX_cc96101ef1,leg pain,painful feeling in my leg
SX_cc96101ef1,leg pain,sharp pain in the calf
SX_cc96101ef1,leg pain,tension in the leg muscles
SX_cc96101ef1,leg pain,discomfort in the thigh area
SX_9838609d58,paralysis,complete lack of movement ability
SX_9838609d58,paralysis,body becomes stiff and still
SX_9838609d58,paralysis,muscle paralysis occurs instantly
SX_9838609d58,paralysis,complete lack of movement
SX_9838609d58,paralysis,muscles are unable to act
SX_9838609d58,paralysis,inability to perform actions
SX_9d59d74464,failure to thrive,inadequate nutrition evident
SX_2088ef994f,transient ischemic attack,fleeting ischemia in the brain
SX_2088ef994f,transient ischemic attack,short duration brain ischemia
SX_2088ef994f,transient ischemic attack,short duration of ischemic event
SX_4059851c09,congestive heart failure,heart unable to pump enough
SX_4059851c09,congestive heart failure,heart muscle weakens further
SX_4059851c09,congestive heart failure,heart function declines significantly
SX_4059851c09,congestive heart failure,heart's ability to pump impaired
SX_4059851c09,congestive heart failure,heart muscle weakened further
SX_4059851c09,congestive heart failure,heart failure with fluid buildup
SX_224f9693fb,loss of consciousness,no consciousness or awareness
SX_224f9693fb,loss of consciousness,not conscious or alert now
SX_224f9693fb,loss of consciousness,completely unconscious at this time
SX_224f9693fb,loss of consciousness,completely without consciousness now
SX_224f9693fb,loss of consciousness,not responding to stimuli now
SX_224f9693fb,loss of consciousness,unable to feel anything now
SX_c8a4ba34cf,asthma,chronic lung inflammation present
SX_c8a4ba34cf,asthma,airway constriction occurs frequently
SX_c8a4ba34cf,asthma,inhaler medication required often
SX_c8a4ba34cf,asthma,respiratory issues persist daily
SX_c8a4ba34cf,asthma,pulmonary inflammation present here
SX_c8a4ba34cf,asthma,inhaler medication needed always
SX_b71e59a396,wide,extends far in length
SX_b71e59a396,wide,spans across distance wide
SX_b71e59a396,wide,has great breadth width
SX_b71e59a396,wide,stretches out very far
SX_b71e59a396,wide,stretches over big area
SX_b71e59a396,wide,extends to great length
SX_db167aaffd,decreased,lessened in amount or size
SX_db167aaffd,decreased,reduced in quantity or scale
SX_db167aaffd,decreased,lowered in intensity or force
SX_db167aaffd,decreased,diminished in strength or power
SX_db167aaffd,decreased,reduced in frequency or rate
SX_db167aaffd,decreased,reduced in duration or length
SX_c6f55676ac,atelectasis,atelectasis
SX_0fa6da2b06,cracked skin,flaky scaly skin surfaces
SX_0fa6da2b06,cracked skin,skin fissures or cracks
SX_0fa6da2b06,cracked skin,small breaks in skin surface
SX_0fa6da2b06,cracked skin,dried out skin fragments
SX_0fa6da2b06,cracked skin,tiny tears in skin
SX_0fa6da2b06,cracked skin,small cracks in skin tone
SX_634ea5d2a8,difficulty breathing,trouble getting air in
SX_634ea5d2a8,difficulty breathing,hard to take a breath
SX_634ea5d2a8,difficulty breathing,breathing is labored effort
SX_634ea5d2a8,difficulty breathing,finding it hard to inhale
SX_634ea5d2a8,difficulty breathing,struggling to fill lungs
SX_634ea5d2a8,difficulty breathing,having trouble exhaling fully
SX_888f116db3,exercise-induced,following physical activity occurs naturally
SX_888f116db3,exercise-induced,related to physical exertion itself
SX_888f116db3,exercise-induced,associated with physical activity alone
SX_888f116db3,exercise-induced,result of intentional physical effort
SX_888f116db3,exercise-induced,occurs as a result of exercise
SX_888f116db3,exercise-induced,arises from physical activity only
SX_14d3c02822,exercise-induced asthma,asthma triggered by physical activity
SX_14d3c02822,exercise-induced asthma,exercise triggers airway constriction issue
SX_14d3c02822,exercise-induced asthma,physical activity induces asthma attack
SX_14d3c02822,exercise-induced asthma,exertion leads to respiratory problem
SX_14d3c02822,exercise-induced asthma,exercise induces bronchospasm condition
SX_14d3c02822,exercise-induced asthma,physical activity triggers asthma symptoms
SX_fa92aee29c,atrial septal defect,hole in atrial septum wall
SX_fa92aee29c,atrial septal defect,atrial wall has a gap
SX_fa92aee29c,atrial septal defect,normal hole in atrial wall
SX_fa92aee29c,atrial septal defect,atrial septum is partially torn
SX_fa92aee29c,atrial septal defect,atrial wall has a defect
SX_fa92aee29c,atrial septal defect,atrial septum is incomplete
SX_8df7f04e28,blisters,blisters
SX_a3b4464d1d,scaly skin,flaky skin on face shows
SX_a3b4464d1d,scaly skin,skin looks dull and rough
SX_a3b4464d1d,scaly skin,skin has a scaly texture
SX_a3b4464d1d,scaly skin,rough bumpy skin all over
SX_a3b4464d1d,scaly skin,bumpy rough skin all over
SX_e1e3ae8324,pruritus,pruritus
SX_11a03cdfba,atrial fibrillation,rapid and chaotic atrial rhythm
SX_11a03cdfba,atrial fibrillation,atrial contractions are abnormal
SX_11a03cdfba,atrial fibrillation,uncoordinated atrial muscle contractions
SX_11a03cdfba,atrial fibrillation,atrial activity is disorganized
SX_11a03cdfba,atrial fibrillation,fast and irregular atrial beats
SX_11a03cdfba,atrial fibrillation,irregular atrial electrical impulses
SX_9d260e2897,poor feeding,eating is not smooth process
SX_9d260e2897,poor feeding,food does not go down
SX_9d260e2897,poor feeding,eating is labored effort
SX_9d260e2897,poor feeding,meals are incomplete events
SX_9d260e2897,poor feeding,food does not pass easily
SX_9d260e2897,poor feeding,meals take a lot time
SX_bb8be2006e,thickened skin,skin layers have increased in depth
SX_bb8be2006e,thickened skin,skin has developed extra thickness
SX_bb8be2006e,thickened skin,extra layers of skin formed here
SX_bb8be2006e,thickened skin,skin has thickened over time slowly
SX_bb8be2006e,thickened skin,skin has gained extra mass here
SX_bb8be2006e,thickened skin,the skin has gotten thicker now
SX_a475c04a20,tachycardia,heart beats too fast now
SX_a475c04a20,tachycardia,heartbeat speeds up suddenly
SX_a475c04a20,tachycardia,increased rapidity of heartbeat
SX_a475c04a20,tachycardia,rapid cardiac rhythm exists
SX_a475c04a20,tachycardia,heart beats swiftly too much
SX_a475c04a20,tachycardia,heart beats too quickly often
SX_06a224da9e,narrow,it has little width left
SX_06a224da9e,narrow,smaller than usual size
SX_06a224da9e,narrow,not very wide or broad
SX_06a224da9e,narrow,restricted in width or depth
SX_06a224da9e,narrow,smaller than usual shape
SX_7a5d98c44f,enlarged clitoris,here is a larger clitoris
SX_7a5d98c44f,enlarged clitoris,clitoral tissue has increased size
SX_7a5d98c44f,enlarged clitoris,clitoris has grown in length
SX_7a5d98c44f,enlarged clitoris,enlarged glans of the clitoris
SX_7a5d98c44f,enlarged clitoris,clitoral shaft has expanded
SX_7a5d98c44f,enlarged clitoris,clitoris has become bigger
SX_7ce8283598,small penis,small genital area size is limited
SX_7ce8283598,small penis,penis length is below average
SX_7ce8283598,small penis,genital organ is relatively short
SX_7ce8283598,small penis,male anatomy has reduced size
SX_7ce8283598,small penis,penile length is modest
SX_7ce8283598,small penis,male sexual organ is small
SX_8603aaa88d,autism,neurological developmental disorder
SX_8603aaa88d,autism,developmental disorder of social skills
SX_59eb7ace58,irritability,easily annoyed by small things
SX_59eb7ace58,irritability,prone to outbursts of frustration
SX_59eb7ace58,irritability,often frustrated with self
SX_59eb7ace58,irritability,easily agitated and upset
SX_59eb7ace58,irritability,prone to irritability always
SX_59eb7ace58,irritability,tends to get annoyed fast
SX_28a86b5a59,micropenis,tiny male genitalia
SX_2aa783957a,delusions,unrealistic thoughts and ideas persist
SX_2aa783957a,delusions,false perceptions dominate thoughts
SX_cc1e7863dc,hyperactivity,hyperactivity
SX_8cdb54955a,progressive,progressive
SX_fce83873fb,enlarged liver,here is liver size increased slightly
SX_fce83873fb,enlarged liver,liver has grown in size
SX_fce83873fb,enlarged liver,liver has become larger now
SX_fce83873fb,enlarged liver,liver is bigger than normal
SX_fce83873fb,enlarged liver,liver has expanded its shape
SX_fce83873fb,enlarged liver,liver has increased in mass
SX_e5dbbe55be,pancreatitis,inflammation of the pancreas tissue
SX_e5dbbe55be,pancreatitis,pancreatic gland becomes inflamed condition
SX_e5dbbe55be,pancreatitis,inflamed pancreatic ducts and glands
SX_e5dbbe55be,pancreatitis,pancreas becomes swollen and red
SX_e5dbbe55be,pancreatitis,pancreatic tissue becomes infected area
